Category,Location,Title,Compensation,Type,Url,Description
software / qa / dba,seattle,Residential Proptech Product Leader,No salary until we complete seed round but significant equity, employee's choice,https://seattle.craigslist.org/see/sof/d/seattle-residential-proptech-product/7306778402.html,"     We are a company in stealth mode answering the question, ""If I don't have to go back to my office and I can live anywhere in the world, where should I live?""  We are a team of technologists, data scientists, marketers, and operators who have a very big idea and are eager to share it with the world. You would be our first product team member and instrumental in helping us identify which features matter, testing them, and creating our PRD.   As we transition from our Proof of Concept to our MVP,  you will be owning core parts of the app experience, including browse, personalization, maps, search and filters, auto complete, updates and more. You’ll have a ton of visibility in the company, and you’ll be empowered to change our product trajectory.   We are currently bootstrapping. You wouldn't be expected to quit your day job (yet) but we would require 10+ hours per week. In return, you would get significant equity and then a market-rate salary when we do our raise. Experience working in either proptech, consumer-facing real estate apps, or geospatial companies is required.   We are an inclusionary company and encourage those with diverse and less-represented backgrounds to apply. But please no recruiters or agencies.    "
software / qa / dba,seattle,REACT NATIVE APP W/ LARAVEL API & MYSQL,$50/hr, part-time,https://seattle.craigslist.org/see/sof/d/seattle-react-native-app-laravel-api/7306626761.html,"     We are looking for an experienced React Native developer for continued maintenance and upgrades to our existing app. Our app is built with React Native, Laravel API and MySQL. Only apply if you are proficient in the languages listed below. We want you to be able to jump right in and not have to learn code as you go.  Expert in React Native - iOS and Android development Expert in Laravel for API Expert in MySQL Expert in git  Compensation: $50/hr  Please reply to this ad or call David at 541-852-2993 "
software / qa / dba,seattle,.Net Developer for Brand New R&D Team,DOE, contract,https://seattle.craigslist.org/see/sof/d/seattle-net-developer-for-brand-new-rd/7306545701.html,"     Our client is revolutionizing how scientists find cures for the world's most challenging disease. There are multiple openings on teams working on their most commercially successful medical device, as well as a new product team for their next-gen product. They're actively looking for a creative, passionate, and technically sound Senior Full-Stack Software Engineer to help deliver highly interactive, browser-based user interfaces that enables researchers to make cutting edge discoveries that have the power to positively impact healthcare and save lives.    Interesting work. Great people. Opportunity to make a meaningful difference.    The Senior Full-Stack Software Engineer is responsible for creating engaging customer experiences using a variety of technologies including Angular 8+, Material Design, Web Api (Net core 3.1+), PostgreSQL, Windows Services, and container technology such as Windows Containers and Docker.  Requirements: • BS in computer science, electrical engineering or closely related field • 7+ years’ experience developing web software in .NET using C# • Comfortable using Microsoft Azure DevOps (ADO) together with Git and GitFlow for version control, work item management, and CI/CD • Knowledge of software design and development in a Windows environment • Experience with component-based software application development and configuration management according to software quality procedures • Create clear, complete software architecture and design documentation as well as other quality deliverables including estimations and risk analysis worksheets. • Believe that creating and executing meaningful manual and automated Unit and Integration tests is essential to ensuring product quality • Strong written communication skills and proven ability to thoroughly document requirements, architecture, and design of software systems • Ability to work closely with QA and software test engineers to ensure the quality and robustness of all customer-facing and internal software Desired: • Proven ability to implement scalable Single Page App (SPA) solutions using Angular 6+, React, or similar • Windows Forms Development • C++  Long term contracts and full time roles available.   Full benefits package available for contracts. Remote available.  At this time, we are unable to sponsor visas. "
software / qa / dba,seattle,Senior Engineer - Java - Contract/Contract to Hire,DOE, contract,https://seattle.craigslist.org/see/sof/d/seattle-senior-engineer-java-contract/7306480629.html,"     Senior Engineer - Java  Contract to Hire (targeting Citizens or GC status) Seattle, WA (remote to start)  Downtown Seattle client has an opportunity for a talented Senior Java Developer to help design and build our Cloud service platform for our customers. This includes design/development of components, evaluating new technologies, and creating new Cloud based services.  Requirements include: • 7-10+ years core Java/J2EE programming experience. • 5 years MySQL and/or Aurora database experience. • Other experience we are looking for includes JPA, HTTP, SQL, Linux. • Must be comfortable with data structures, algorithms, distributed systems • Knowledge of relational and reporting database schema designs. • Bachelor’s degree in computer science, electrical engineering or equivalent  To be considered, please share resume with jeffr@triadgroup.com.  Jeff Roodhouse TRIAD Group jeffr@triadgroup.com "
software / qa / dba,seattle,Software Engineer - C#/.NET,DOE, full-time,https://seattle.craigslist.org/est/sof/d/kirkland-software-engineer-net/7306199661.html,"     Want to work on a project that helps improve the quality of life around the world? How about a job where you can interact with hardware and see your impact in the physical world? Do you want to have a voice and help shape your product’s future?  WHAT'S THE JOB?  As a software engineer at Mitutoyo Research & Development America, Inc (MRDA), you’ll have the opportunity to create advanced software used to control large measurement machines. You'll be working in an agile environment as part of one of our scrum teams. Our project touches many challenging subjects such as 3D rendering, collision detection, collision avoidance, kinematics, undo/redo, geometry, etc. We utilize C#/.NET Core, WPF/XAML, Telerik, Unity IoC, NuGet, NUnit, Moq, Azure DevOps, Git, and other technologies. You’ll have exposure to the business, and be an important participant in product, design, and technology decisions.  We are currently looking for a talented full-stack software engineer to contribute to our Windows desktop application at MRDA.  WHY WORK HERE?  Your work here will help make a positive impact on society, and you’ll enjoy working in our casual and friendly environment, using our state-of-the-art facilities and equipment. We’ll support your career development with training opportunities and our cultural focus on individual growth. You’ll love our excellent benefits package, including 100% premium-paid medical/dental/vision package and 401k with matching contributions.   For additional benefits information, see our website.   WHAT YOU NEED TO SUCCEED  We're working to create new innovations in our industry. You'll need to have an engaged and collaborative mindset, paired with great C# skills and a drive to become a technical leader in the structure and implementation of our user interface. Your ability to quickly understand, break down, and communicate complex problems will allow you to excel on our team.  For a list of required and beneficial skills and experience, see the job description.   OUR COMPANY  Mitutoyo Research & Development America, Inc. (MRDA), a wholly owned subsidiary of Mitutoyo Corporation, develops state of the art technologies and software that enhance people’s lives through-world leading metrology solutions. Our products are used to ensure quality in the automotive, aerospace, electronics, semiconductor, medical equipment, and machine tool industries. We are located in the beautiful Northwest in a modern well-equipped facility, and offer a challenging, team-oriented & casual work environment. We provide great benefits. We work hard, play hard, enjoy life, and have fun.  For more information about life at MRDA, see our website.   Please apply for this position here.  "
software / qa / dba,seattle,Software Engineer,To Be Discussed, full-time,https://seattle.craigslist.org/see/sof/d/bellevue-software-engineer/7306130091.html,"      Join Hired and find your dream job as a Software Engineer at one of 10,000+ companies looking for candidates just like you. This is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as creating the logic, database interactions and server configuration on the application's backend.  Responsibilities Include:  The development and maintenance of client-side and server-side applications. Working with other web developers as well as marketing teams and engineers to ensure the right look and necessary features are included in your work. Designing tests that will be implemented to keep software functional. Stay on top of expanding technologies and engineering trends.    Companies on Hired apply to you, not the other way around. You'll receive salary and compensation details upfront - before the interview - and be able to choose from a variety of industries you're interested in, to find a job You'll love in less than 2 weeks. To Learn More and Apply: Click Here "
software / qa / dba,seattle,Data Analyst Assistant sought for Financial Investment Modeling,$40/hour, contract,https://seattle.craigslist.org/est/sof/d/kirkland-data-analyst-assistant-sought/7304633038.html,"     A personal assistant with demonstrable PowerBI and Data Analytic skills is being sought for 1-2 hours/week. Initial projects will focus on developing and refining financial investment models. No weekend work ... must be available during normal weekday hours. $40/hr. Perfect for knowledgeable  Professional with extra time, Post Grad or upper-level university student or retired  . Good for one’s CV  Candidate will need to:  1) adapt an Excel program that evaluates stock performance to PowerBI that provides trend performance with If/Then functions; 2) integrate other data sources; 3) generate report templates;  4) maintain the data...which can probably be done remotely; 7) reside on the Eastside; 8) have reliable transportation; and 9) have knowledge of bookkeeping principles (helpful.). My current activities focus on Crypto products, Stocks via active long volatility options. Please do not apply unless you have a WORKING KNOWLEDGE and preferably experience in these areas.   We anticipate this being long term relationship with more hours and a broader scope.  The offices are located near Bridle Trails/ Kirkland. My office is up 1 flight of stairs. The position initially requires meeting 1-2 hours/week in person. Mask not needed. Employer has received both Covid immunizations.  Please reply with qualifications, your location, and an email/phone number at which to reach you "
software / qa / dba,seattle,Associate Audio Producer | $50 - $60 per hour,$50 - $60 per hour, full-time,https://seattle.craigslist.org/skc/sof/d/seattle-associate-audio-producer-per/7304106546.html,"      If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/11dd38d3/apply   HireArt is helping the world's largest social network find an Associate Audio Producer to support all phases of audio design, production, and process through the creation and maintenance of team-facing documentation. The ideal candidate will have 2+ years of professional experience in creative production in software development, audio production experience preferred. This is a full-time (40 hours per week), 6-month contract position based in Menlo Park, CA or Seattle, WA. This position will be performed fully remotely until offices reopen. As Associate Audio Producer, you will: Support all phases of audio design, production, and process through the creation and maintenance of team-facing documentation.Monitor, track, and support multiple projects and initiatives, both internally and cross-functionally.Adapt communication to collaborate with teams across a variety of disciplines.Support the construction and refinement of the production pipeline.Execute in a fast-paced and highly fluid environment.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/11dd38d3/apply   Requirements 2+ years of professional experience in creative production in software development, audio production experience preferredProficiency in Mac OS, including office tools and familiarity with audio digital workstations (Pro Tools preferred)Experience in Windows OSStrong written and verbal communication skillsFamiliar with project management methodsExperience working in a task system, such as Jira, Asana, Trello, etc.Commitment: This is a full-time (40 hours per week), 6-month contract position through HireArt and can be based out of Menlo Park, CA or Seattle, WA. This position is open to candidates local to Menlo Park, CA or Seattle, WA and will be performed fully remotely until offices reopen.HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/11dd38d3/apply   "
software / qa / dba,seattle,"Audio Producer, Sound Design | $65 - $76 per hour",$65 - $76 per hour, full-time,https://seattle.craigslist.org/skc/sof/d/seattle-audio-producer-sound-design-per/7304103979.html,"      If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/ee162d01/apply   HireArt is helping the world's largest social network find an Audio Producer, Sound Design to manage all phases of audio design, production, implementation, and deployment, and support ongoing quality control initiatives. The ideal candidate will have 5+ years of professional experience in creative production with an emphasis on audio.This is a full-time (40 hours per week), 6-month contract position based in Menlo Park, CA or Seattle, WA. This position will be performed fully remotely until offices reopen. As Audio Producer, Sound Design, you will: Manage all phases of audio design, production, implementation, and deployment, and support ongoing quality control initiatives.Monitor, track, and support multiple projects and initiatives, both internally and cross-functionally.Adapt communication to collaborate with teams across a variety of disciplines.Facilitate driving projects to completion, including team-wide system and process initiatives such as training and onboarding programs.Assist in construction and refinement of production pipeline and process.Execute in a fast-paced and highly fluid environment.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/ee162d01/apply   Requirements 5+ years of professional experience in creative production with an emphasis on audioProficiency in Mac OS, including office tools and familiarity with audio digital workstationsExperience in Windows OSStrong written and verbal communication skillsKnowledgeable in project management workflowsExperience working in a task system, such as Jira, Asana, Trello, etc.Ability to work independently on some projects while supporting othersExperience in leading small teams (8-10 people)Experience with Virtual Reality development a plus, but not a requirementCommitment: This is a full-time (40 hours per week), 6-month contract position through HireArt and based out of Menlo Park, CA or Seattle, WA. This position is open to candidates local to Menlo Park, CA or Seattle, WA and will be performed fully remotely until offices reopen. HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/ee162d01/apply   "
software / qa / dba,seattle,Interaction Audio Producer | $65 - $76 per hour,$65 - $76 per hour, full-time,https://seattle.craigslist.org/skc/sof/d/seattle-interaction-audio-producer-per/7304100865.html,"      If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/d0a38575/apply   HireArt is helping the world's largest social network find an Interaction Audio Producer to manage the audio design and production pipelines. This role combines project management and leadership with an understanding of interactive sound design paradigms and audio production pipeline knowledge. The ideal candidate will have 4+ years of professional experience in creative production with an emphasis on audio. This is a full-time (40 hours per week), 6-month contract position based in Menlo Park, CA or Seattle, WA. This position will be performed fully remotely until offices reopen. As Interaction Audio Producer, you will: Manage audio design and production pipelines.Monitor all phases of production including design, implementation, release, and ongoing product quality initiatives.Drive projects to completion, including team-wide system and process initiatives.Work with key stakeholders and product teams to execute on strategy and requirements.Guide and facilitate cross-functional communication with teams across a variety of disciplines.Execute in a fast-paced and highly fluid environment.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/d0a38575/apply   Requirements 4+ years of professional experience in creative production with an emphasis on audioProficiency in Mac OS, including office toolsFamiliarity with digital audio workstations, such as Pro Tools and LogicStrong written and verbal communication skillsSolid understanding of project management workflowsExperience working in task systems, such as JiraExperience leading small teams (8-10 people)Able to adapt communication style based on audienceCommitment: This is a full-time (40 hours per week), 6-month contract position through HireArt and based out of Menlo Park, CA or Seattle, WA. This position is open to candidates local to Menlo Park, CA or Seattle, WA and will be performed fully remotely until offices reopen. HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/d0a38575/apply   "
software / qa / dba,seattle,Waterjet Operator,Compensation based on experience, full-time,https://seattle.craigslist.org/see/sof/d/seattle-waterjet-operator/7303866865.html,"     Local Metal Fabrication Shop looking for an experienced Waterjet Operator to join our team.  The Waterjet Operator performs a variety of duties and utilizes multiple skillsets.   Operator is required to:  * Proficient knowledge of the OMAX New Maxiem 2040 Waterjet Systems * Follow directions carefully * Has basic mechanical knowledge * Manual dexterity * Good eyesight and the ability to perform repetitive tasks * Attention to detail and quality is required * Reads and understands blue prints, isometric drawings and work orders * Forklift and material handling  * Receives and carries out directions from designated Supervisors * Must be able to understand and comply with Safety Practices * Identifies and obtains equipment, tools and materials needed to properly perform job function * Properly executes Hazardous Material Disposal activities * Maintains the work area and equipment in a clean and orderly, FOD free condition * Knowledge and use of common hand tools * Performs other duties as assigned * Must work well under pressure, meeting and completing multiple deadlines. The incumbent shall, at all times, demonstrate cooperative behavior with colleagues and supervisors. * Being at work on time and maintaining good attendance is a condition of employment and is an essential function of the job.  Compensation based on experience. Company provides health, dental, vision, IRA, PTO, vacation and paid holiday. "
software / qa / dba,seattle,Software Engineer,To Be Discussed, full-time,https://seattle.craigslist.org/see/sof/d/bellevue-software-engineer/7303697127.html,"      Join Hired and find your dream job as a Software Engineer at one of 10,000+ companies looking for candidates just like you. This is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as creating the logic, database interactions and server configuration on the application's backend.  Responsibilities Include:  The development and maintenance of client-side and server-side applications. Working with other web developers as well as marketing teams and engineers to ensure the right look and necessary features are included in your work. Designing tests that will be implemented to keep software functional. Stay on top of expanding technologies and engineering trends.    Companies on Hired apply to you, not the other way around. You'll receive salary and compensation details upfront - before the interview - and be able to choose from a variety of industries you're interested in, to find a job You'll love in less than 2 weeks. To Learn More and Apply: Click Here "
software / qa / dba,seattle,Senior Embedded Software (or Systems) Engineer (REMOTE),"competitive base, bonus, 401k, etc.", full-time,https://seattle.craigslist.org/see/sof/d/seattle-senior-embedded-software-or/7303424731.html,"     Senior Embedded Software (or Systems) Engineer Seattle, WA (position can be remote, anywhere in US)  Downtown client is looking for a solid Senior Embedded Software Engineer who is passionate about creating cutting edge IoT experiences, strong experience with connectivity for firmware, etc.  Looking for someone who thrives in a fast-paced environment and has great attention to detail.  Some of the areas we are looking for: • 7-8+ years’ experience writing code, ideally consumer-facing production code • Good experience with FreeRTOS building production systems  • Previous experience building embedded products/solutions for consumer facing products (bonus) • Experience with mobile controlled devices, Bluetooth, etc. • Wireless communications experience (NFC, Wi-Fi, BLE) • Good experience with AWS/Cloud services • You have the interest and desire to learn new technologies as needed  This is a full time/salaried position for a financially stable company that’s creating exciting new products all the time. If you’d like to learn more about this company and the role, please share your resume with jeffr@triadgroup.com. All inquiries will be treated confidentially.  I look forward to speaking to you!  Jeff Roodhouse jeffr@triadgroup.com TRIAD Group "
software / qa / dba,seattle,Senior Java Developer - Backend - Contract/Contract to Hire,DOE, contract,https://seattle.craigslist.org/see/sof/d/seattle-senior-java-developer-backend/7302924963.html,"     Senior Java Developer Contract to Hire (targeting Citizens or GC status) Seattle, WA (remote to start)  Downtown Seattle client has an opportunity for a talented Senior Java Developer to help design and build our Cloud service platform for our customers. This includes design/development of components, evaluating new technologies, and creating new Cloud based services.  Requirements include: • 7-10+ years core Java/J2EE programming experience. • 5 years MySQL and/or Aurora database experience. • Other experience we are looking for includes JPA, HTTP, SQL, Linux. • Must be comfortable with data structures, algorithms, distributed systems • Knowledge of relational and reporting database schema designs. • Bachelor’s degree in computer science, electrical engineering or equivalent  To be considered, please share resume with jeffr@triadgroup.com.  Jeff Roodhouse TRIAD Group jeffr@triadgroup.com    "
software / qa / dba,seattle,SDET – Contract to Hire - JavaScript with Mobile testing w/Java/Kot),6 month contract to hire, employee's choice,https://seattle.craigslist.org/see/sof/d/seattle-sdet-contract-to-hire-java-with/7302924239.html,"     SDET – Contract to Hire - (Solid JavaScript with Mobile testing exp. with (Java/Kotlin or Swift)) Seattle, WA  Responsibilities: •    You will have an opportunity to develop automation and able to design and create automated test scripts •    Work on requirements, specs and design documents •    Develop test strategies for implemented software features for both •    Assist other quality assurance team members to design manual and automated test strategies as needed •    Configure continuous integration and delivery to execute tests as a part of the regular deployment cycle. •    Test execution -  you will execute manual and automated tests; analyzes and reports results.  Required Skills: •    5+ years of SDET/QA testing experience •    5+ years of development experience/automation with languages such as Java, JavaScript, Python, Kotlin, Swift.   •    Ideally looking for solid JavaScript with native mobile testing with Java/Kotlin or Swift. •    Experience writing manual test cases for web and mobile applications, including API tests. •    Good knowledge of data structures, including trees, linked lists, arrays, stacks and queues, etc. •    Experience developing automated testing frameworks to complete GUI, integration, load, and performance testing. •    Excellent troubleshooting and debugging skills.  Please send your resume to jeffr@triadgroup.com; all qualified candidates will be followed up with.   Jeff Roodhouse  TRIAD Group  206-250-9499 "
software / qa / dba,seattle,Unity Prototyper | $50 - $60 per hour,$50 - $60 per hour, full-time,https://seattle.craigslist.org/skc/sof/d/seattle-unity-prototyper-per-hour/7302666628.html,"      If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/24d2ee64/apply   HireArt is helping the world’s largest social network find a Unity Prototyper to create Unity prototypes and build and enhance prototyping platforms. The ideal candidate will have 3+ years’ experience prototyping experience, with strong Unity and C# experience. As Unity Prototyper, you will: Create Unity prototypes showcasing applications, working closely together with product designers.Collaborate with other technical teams to build and enhance prototyping platforms.Set up and maintain prototypes and present to various audiences.Give and solicit real-time feedback from others in order to approve the quality of the product.Partner effectively with product managers, engineers, user researchers, content strategists, and quality assurance teams to oversee the implementation of the user experience from product conception to launch as well as post-launch design support.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/24d2ee64/apply   Requirements 3+ years’ prototyping experienceStrong Unity and C# prototyping skillsExperience with 3D and design softwareExperience using various headsets and other hardwareGood written and oral communication skills as well as experience and comfort presenting to team members and stakeholdersCommitment: This is a full-time (40 hours per week), 3-month contract position through HireArt and based in Seattle, WA. This role will be performed remotely until offices reopen. Candidates should be able and willing to work on PST. HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas.  If you're interested in applying for the role, you can check it out here: https://www.hireart.com/jobs/24d2ee64/apply   "
software / qa / dba,seattle,Test and Automation Engineering Manager for growing SaaS company,DOE, full-time,https://seattle.craigslist.org/est/sof/d/kirkland-test-and-automation/7302592375.html,"     Our client creates modern, user-friendly talent engagement software that helps companies and job applicants connect with one another. They've grown their user base to over 1000 clients in a short time period and are constantly evolving the functionality of their product. Transparency, equality, and collaboration are the principal values imbued in their SaaS platform. A successful candidate will have the unique opportunity to join a company as a leadership mentor during a high growth period and will enjoy the challenge of building the automation framework and team. We’d love for you to bring your passion and experience to such a high impact role.   Ideal profile: • 7-10 years of  SDET experience, preferably in a high growth SaaS company • Lead or managerial background • Customer-focused mindset and effective communication skills • Team-player through and through • Proficiency in TypeScript, C#, SQL and Azure DevOps • Resourceful, naturally curious, and data-driven • Deep passion for product testing, automation, and all things quality  Responsibilities include: • Act as a player coach managing the test team of two SDETs • Design and build automation suites for testing and CI/CD best practices  • Engage and consult with business leaders on best test automation practices • Participate in daily standups to motivate and inspire team  • Implement Best Practices and Smart Process including escalations and prioritizing bug fixes • Maintain a high bar for developers on your team to ensure exceptional output   High impact, greenfield opportunities at a successful startup company are unique. If you’re excited about the opportunity to manage a team of exceptional software test developers in a highly customer-focused environment, please get in touch.  Apply with West500 Partners and we can discuss this role further!   Competitive base plus benefits plus equity.  Applicants, please be local to the Greater Seattle area. Unfortunately, we are unable to sponsor at this time. U.S. Citizens and those authorized to work in the U.S. are encouraged to apply.   "
software / qa / dba,seattle,Software Engineer,To Be Discussed, full-time,https://seattle.craigslist.org/see/sof/d/bellevue-software-engineer/7302580415.html,"      Join Hired and find your dream job as a Software Engineer at one of 10,000+ companies looking for candidates just like you. This is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as creating the logic, database interactions and server configuration on the application's backend.  Responsibilities Include:  The development and maintenance of client-side and server-side applications. Working with other web developers as well as marketing teams and engineers to ensure the right look and necessary features are included in your work. Designing tests that will be implemented to keep software functional. Stay on top of expanding technologies and engineering trends.    Companies on Hired apply to you, not the other way around. You'll receive salary and compensation details upfront - before the interview - and be able to choose from a variety of industries you're interested in, to find a job You'll love in less than 2 weeks. To Learn More and Apply: Click Here "
software / qa / dba,seattle,✭✭✭Become a Web Developer. No Experience Needed (Remote),"$60,000-$120,000 depending on the company", full-time,https://seattle.craigslist.org/see/sof/d/seattle-become-web-developer-no/7302250854.html,"     Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.  Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles.   👉How to apply:  fill out this 1 minute form  What is Career Karma? Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in Seattle.  We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix.   📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.   Who is this for: - Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales) - Have a high level of motivation, energy, and attitude   Other highlights: - No previous experience in technology - No degree necessary - No upfront deposit or fees to Join Career Karma. Completely FREE - No one is too young or too old - Diverse backgrounds is a plus  👉How to apply:  fill out this 1 minute form    "
software / qa / dba,seattle,Systems Engineer,TBD, full-time,https://seattle.craigslist.org/see/sof/d/bellevue-systems-engineer/7302094153.html,"     Systems Engineer sought by DirectApps, Inc. dba Launch Consulting for its Bellevue, WA office to provide Tier 3 support, proactive maintenance for corporate infrastructure and related solutions, design and implementation of large solutions. Requires Bachelor’s degree in Comp Sci, Comp Engring, Tech, or related field + 5 yrs exp as Systems Engineer, Service Engineer, or related occupation. Master’s in Comp Sci, Comp Engring, Tech, or related field + 3 yrs exp as Systems Engineer, Service Engineer or related occupation OK. Experience may be gained concurrently. Any suitable, equivalent combination of education, post-baccalaureate experience, or training is acceptable, as are foreign equivalent degrees. Reply to: Job#4320, 275 118th Ave SE, Suite 200, Bellevue, WA 98005 or JJeter @LaunchCG .com "
software / qa / dba,seattle,Software Engineer,DOE, full-time,https://seattle.craigslist.org/sno/sof/d/lynnwood-software-engineer/7301972524.html,"     Melissa Data is seeking a talented software developer for our Lynnwood, WA office to help expand our global address products.  This interesting and challenging position requires top flight coding skills, a solid understanding of software architecture principles, and well developed system thinking skills.  You will use these skills to expand the data processing capabilities for our core global address products. You will refine existing data processing infrastructure and expand capabilities by adding new features and functions. You will be part of the team that is developing of our global address products, including the ecosystem of utilities and processes that support their development. You will take on everything from performance tuning to feature expansion. You will work closely with group leads to refine the development/configuration/QA processes that enable ongoing expansion of the Melissa Data’s family of global address products.  In addition to the skills listed above, the requirements for this job include: • BS in Computer Science, Software Engineering, closely related field, or relevant job experience • 2+ years of experience in software development • 1+ years writing back end or server-side systems • 1+ years writing software in C++ or C • Proven ability to exercise technical judgment to set work priorities • Proven ability to make consistent progress on problems with moderate levels of ambiguity • Ability to work both independently and as part of a team • Top notch interpersonal skills  Additional experience in these areas will be helpful: • 1+ year experience doing data cleansing work • Experience developing software on both Windows and Linux platforms • Experience with both Visual Studio and Eclipse IDE • Ability to do basic data manipulation in a SQL database • Familiarity with various models of software development (waterfall, agile, etc.) • Familiarity with writing functional and unit tests for your own code • Completion of 1+ years of a world language in college  Benefits: • Competitive salary • 401(k) • Medical, dental and vision insurance • Paid holidays and personal time off • Easy access to I-5 in the Lynnwood area To Apply: • E-mail your resume in PDF or Microsoft Word format; must include location/address to be considered • No phone calls or recruiters please, No remote workers • https://www.melissa.com/jobs/jobapply.aspx  • No phone calls or recruiters please.  poster_screen_reader_optimized.pdf (eeoc.gov)  Melissa is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status. • Melissa is a Government contractor subject to the Vietnam Era Veterans' Readjustment Assistance Act of 1974 (VEVRAA), which requires Government contractors to take affirmative action to employ and advance in employment four categories of “protected veterans.” These four categories are defined as follows: •         A “disabled veteran” is one of the following: o  a veteran of the U.S. military, ground, naval or air service who is entitled to compensation (or who but for the receipt of military retired pay would be entitled to compensation) under laws administered by the Secretary of Veterans Affairs; or •    a person who was discharged or released from active duty because of a service-connected disability. •       A “recently separated veteran” means any veteran during the three-year period beginning on the date of such veteran's discharge or release from active duty in the U.S. military, ground, naval, or air service. •         An “active duty wartime or campaign badge veteran” means a veteran who served on active duty in the U.S. military, ground, naval or air service during a war, or in a campaign or expedition for which a campaign badge has been authorized under the laws administered by the Department of Defense. •         An “Armed forces service medal veteran” means a veteran who, while serving on active duty in the U.S. military, ground, naval or air service, participated in a United States military operation for which an Armed Forces service medal was awarded pursuant to Executive Order 12985. "
