JobTitle,Company,Location,Summary,Salary,PostDate,JobUrl
Software Development Engineer I,Twitch,"San Francisco, CA","2+ Years experience developing software in a professional environment.
You will report to the Engineering Manager for Creator Analytics.",,30+ days ago,https://www.indeed.com/rc/clk?jk=c2e1c79f3df1915a&fccid=e21f6affbb4bb0b2&vjs=3
"Algorithm Developer, Instrument Software",Thermo Fisher Scientific,"South San Francisco, CA","Background in commercial instrument software development is strongly preferred.
You will interact with and learn from a talented team of software and hardware…",,21 days ago,https://www.indeed.com/rc/clk?jk=9c25fd518d78c8c2&fccid=126e3afd205caa95&vjs=3
Software Engineer — Protocol,0x,"San Francisco, CA","The Protocol team ensures 0x remains the most resilient, flexible, and future-proofed protocol for decentralized exchange.
12-week paid parental leave.",,30+ days ago,https://www.indeed.com/rc/clk?jk=75713b1ddff1db1c&fccid=39ce61b8fafdd960&vjs=3
Software Engineer,KPBS Software Solutions,"Redwood City, CA","BA/BS in CS or equivalent.
3+ years of projects experience.
Minimum of 4 live project roll outs.
Relocation assistance and VISA sponsorship provided to…",,30+ days ago,https://www.indeed.com/rc/clk?jk=3ecb30d6c36d6af4&fccid=e7dce260bd07b36e&vjs=3
Software Engineer - AR/VR Interactive Experiences,Facebook,"Burlingame, CA","The ideal candidate is an experienced software engineer with games, AR/VR, and other 3D interactive industry background, with an ability to rapidly prototype…",,1 day ago,https://www.indeed.com/rc/clk?jk=ab0635f15048b0f2&fccid=1639254ea84748b5&vjs=3
Software Developer (Remote),Akraya Inc.,"San Rafael, CA","Experience with Agile software engineering processes and methodologies.
At least 5-10 years of work experience in software development.",,Active 3 days ago,https://www.indeed.com/company/Akraya-Inc./jobs/Software-Developer-7ad712dbd52ed53a?fccid=474b9602e1305593&vjs=3
SOFTWARE DEVELOPER,SATS TECHNOLOGIES,"San Mateo, CA","Design, develop, and test new software products or major enhancements to existing software.
Troubleshoot production problems related to software applications.",,30+ days ago,https://www.indeed.com/rc/clk?jk=d27e2574b2a6e8f6&fccid=52174d19ddc37441&vjs=3
ML Software Engineer,Twitch,"San Francisco, CA","2+ Years experience developing software in a professional environment.
Familiar with building software and services using AWS technologies such as DynamoDB,…",,Today,https://www.indeed.com/rc/clk?jk=0dc5079f8db81154&fccid=e21f6affbb4bb0b2&vjs=3
Developer,Plus Power,"San Francisco, CA","Plus Power partners with electricity system operators, utilities, and investors to originate and develop standalone energy storage projects that provide…",,25 days ago,https://www.indeed.com/rc/clk?jk=5d25e8c7cfb3a787&fccid=fdecc571544f8e5f&vjs=3
Software Engineer (Persistence),"Shoreline Software, Inc.","Redwood City, CA","With the rise in deployment frequency, shift to microservices, and increasing business expectations, operations teams are struggling to handle ticket volumes…",,Today,https://www.indeed.com/rc/clk?jk=99316b1d06b16d42&fccid=d9330ddfbacbdb4f&vjs=3
IT Senior Software Developer,Stanford University,"Redwood City, CA","Certified ServiceNow developer and administration is a plus.
Thorough understanding of all aspects of software development life cycle and quality control…",,30+ days ago,https://www.indeed.com/rc/clk?jk=728ebcd01379be5f&fccid=1ba7f338730ce720&vjs=3
"Software Engineer, Email Platform",Zendesk,"San Francisco, CA","The ideal candidate will have experience managing systems, and a strong motivation to learn new skills involving distributed systems that are scalable, reliable…",,7 days ago,https://www.indeed.com/rc/clk?jk=2d825f1634654f9b&fccid=41e8f9abd9840a7a&vjs=3
Full-Stack Software Engineer,walrus.ai,"San Francisco, CA","You have experience building and maintaining software used by consumers or businesses.
Through a combination of human intelligence and computer execution, we…",,30+ days ago,https://www.indeed.com/rc/clk?jk=e36800dc20fe3171&fccid=5895c70dd829be30&vjs=3
Embedded Software Intern,Sofar Ocean,"San Francisco, CA","Building new integrations for Spotter and Smart Mooring.
Subsystem development in next generation platforms.
Integrated system testing, open ocean deployments,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=ac94b9aadca5f19f&fccid=d33dfc98fd73a2cf&vjs=3
"Staff Software Engineer, Performance Engineering (REF29328L) - Digital Developer Platform (DDP)",Visa,"Foster City, CA","Working familiarity with the entire software development lifecycle including version control, build process, testing, and code release.",,10 days ago,https://www.indeed.com/rc/clk?jk=1e5a63d006549cc0&fccid=a3f737e511d9fc8c&vjs=3
Senior Web Developer,"Project6 Design, Inc.","Emeryville, CA","You'll work hands-on as a key contributor and serve as a technical strategist.
Paid holidays and flexible paid time off.
WP builds with Gutenberg blocks.",,Active 2 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cws-3cyJNnEnn2xiFo-tA7gzHv98mKg3Odi0vquc4SYkJMKLwpCjFXd37_ZeEJkBOU3HXvRmPo9qPwpkD-GKUH1jEoYs_UBr9k6Cio8gwHOiNaTKfR2E4UfPT2I2U4CAJGlL2-CAWYn8d2UBdOXE9QWoD_1OWUBY_P3CjKzoA-q5gbRzJ6jKM3H0bXBQZXiOHWaPIfRIC6Mjd3K0GO02DeLb918ru5B2reuVHoy5IhulVMYkAjwX_ZLKitdvHx-muqDjSuldUU2BEbpioSpLL6JZw6l-SsJLF9pe0LeadLC0t__GEGiK7ZYAnwnVpPODOqbhaGs3xHSxmTsk8dWj7Z0w7QMyMqA-_EEWGxmJ7ik_U81_O5bQUzZt8S-Rsl_xsKRHWVaC7pFfXuo_JWCaLtbjil6qeGGDdK-7LczLg5rJk0grEllWxyWRsioSXuBJUFToaRDPJNL5PlG68sb6ocwz1P2tFoKLA=&p=10&fvj=1&vjs=3
C++ Developer - Remote,QualityLogic,California,"Comfortable in dealing with large complex software architecture and code base.
Minimum of 5 years of software engineering experience using Microsoft Visual C++ …",,Today,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfCVyGhJxQhQGQE8P30JU6-n5_jcSKbz7MAfWG2cdpnvUD16wiEl-mOwcyEO-wfiPFK4ScsYM9tFFWwF5aULi8lgNuliIuQl17DmVGwE5fk1rYF9TC833xrgK3jULulyPEZ8AphlnQ21l1WFBSb6eMfCFuX71C9sS0y45UbclKwEpZtdDxANrgpw_GmDO_duB0THsPl8mHwtqxLkbyyKTAMXxNMpcQ0h_zAOE7QpJ0aQKP-LFQeZx_gbsGGJmcbKr96oXeXcL7ld3tRvAFJ9J3ZrSD3a28M1hbIWay88qRifYMbXO98A-YLm69B__HOkY9t8aFYTd0AoLOyw-IwsXn4sN_604DzP5TU95-9n8G_jwPl28HJlGMDGrm4LTl7MzdP8sWzBqzuaJwox1DA2txxbrKnFSCbIu2MFIqWMToLYGjrunYGFDBkSrVQ3XnCNakLOunsVYzT8kappdvyS7W8RqtBqpPw_k=&p=11&fvj=1&vjs=3
"Software Engineer, Core PubSub",PubNub,California,"Minimum 5 years experience in enterprise grade software.
We are looking for exceptional C developers to use creative thinking and raw innovation to drive the…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CPLKAPB3yxKuRq4ncd5RTzhIL8EME8vDjAtAzwGHMsz4-22ZWpnf37nJuV_WaNKimTWoc5rwpGqmPNcC4b4ivLOj9NcyWaHaLShyE9xA8b6BHRH0IJ7qCvbGYuJ5lGpG-iiIImvy_G6uK0d903KoM51IjbKvOnpuSfMziB_h7MZ9wNUaKMZjtHJNOQJ3UPhPmIYF0e27u56U5-zWWwy9uCIlhXDAsaJJ78cJwnO8w93lPuKW292gYtzXFGnBZtEaLj4UvKUsOWMAtvnq0BUkHsspVP6bXd2j9bnU3jHrbK9v94VJeWYtz17ePPE7SDdSU0Y0jihLSe-BCQt9hx3Zs5RCQIWKElLV7dWMiCC0rVw_NHSkXDSohWcJU4CzonkfMO_W6pl8-E7fMCEJXM2EgK651O32YTfbY=&p=12&fvj=0&vjs=3
Software Engineer- Integrations,Cornershop by Uber,"San Francisco, CA","Able to talk and reach agreements with the technical teams of other companies.
Able to connect Cornershop with other systems in various ways: REST APIs, SFTP,…",,10 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDg2PyOvLM5WFHaY3mOgSqyeWxPLwD-9Oy4oGnHKxnHHt5PZ_0nJxm6iUq4Pn7RzmLTwx9B_e9bbreOf0kobpk5h691_JgKD-NtJlNpY5B7UFbHvT7hj7cX50BGTVODTsjBBtPypNTvtvex8bJzZ6KvtT4lFi-6cGAH0Ygm4ee_LaUtDyVd7BcDtNp_MDUny67gDzjJcaz5D-bDSmUOhpU8KHFABXrmeG0RFILDJu5S4DsGpnR819fWpnFbRvNekTWvfazGMGKcf_qWMeLCBlZLJfPB9EroijRhUvuU5uNXvbR4v6CJzDzfqsQTblyYx5mzhY78VRBYj3GFnY9OhQlN-3F-MdDU-SGWvkV8tiHKq2HLUPueGEoJ6qe7tI9KI3DvVXaS8ClDBcUVau3DqY3fAUBJjv8DfbyiZax-C9jY8Lpt3vXmgq62sYP14hQEt12wIAxMRnSuleQUVpfMjsnRUH3IlaPDXIjR2YuL8lZVg==&p=13&fvj=1&vjs=3
Application Developer,Wheel Pros,"San Francisco, CA","Design and build advanced applications for the Android and iOS platforms.
Collaborate with cross-functional teams to define, design, and ship new features.",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cht1KFzuGFpyJEql-iz503NG15PtyPFifTxn0aZOk8JmDHnJHLQTtzdUti8tF4CXH5zD3MCr-aRu90y5p_yyWgPIObNsD9TN7mDmNsnAljyNgfCYdDo4l_M-BujmBKNLyMKGvxB575c6-7v1cTvxyZpfGbTM0UBHnYL2XcipmKgXd3HMwudG9qONCtvKr6XPm821c6j36XhWkIUj-gKBUogtU37QuxaCtmBRQbw1WvUzKlhtrokPNx5RgNrth_w5emComUwcTFMASUtE4vN2TO-IL8avmMe4CluBcUecR8Xc5WCZ02Mg129w6zXct4tgSEIjWbFydEQHnWCIiEHCY2Fz5fn1q1V6B2f7vjiOep3gGcCritusmun5m7tVcXpVE7hhcMH5PW9rKi7MP1F6puaSlwT7ybMULwW75PTt_jpWGO2AOb2_2NlyIb2HsicPhOGebwxAGcT2Pti97ftX4X_awA53unaA4=&p=14&fvj=1&vjs=3
Lead Firmware Engineer,Fellow,"San Francisco, CA","Embedded software definition and requirements documentation.
Design and develop our embedded software systems.
Work with Product to understand requirements.",,Active 22 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BoVS1VPT1wZpj3dRfwAGVmvLceU249LqQsxYXa0N7QaiVH6PSdIhS45Ce2V32_v9x3ozln5ltnlSmBoDfgWqmH-dNrbquwla-Gs0XJK7HhAq0KcUg2OYXWQC12Uie6MTfDLJdcW1kixyEyMq70vgs1wNZwSKKGL8c7PWoLbUmQ06JJbMs3NcjrlpoWGny-V6EiQtXpxFoMIZlBpVbhV4CRlnv9Dvl5NTYX3TYn8WBiaN4dAZXRpl1B07bNcbztcaD4imbgMudzE5Fzb4SXfvGFHu80q7AXvDh_JoWuECvQxcpNl8grrsQvNyMW0Ps8CyYtP0IKuFcP5AWjgKoaPK95OTYzdBDLYnzHTsCjcLtlYu9wdF1qTbFNiyIHX5Gf0yl8hEZlpHtmEBxCwiJ6wQpygJJYCre4xPm73T4uHXupvqtfLVMdvkkTqSl4rMaeHKyfBGrYiiW8-0ULDRCYRfrFNO9sX2Lm0YI=&p=15&fvj=1&vjs=3
Senior .Net Developer,"Junk King Franchise Systems, LLC","Burlingame, CA","You develop back-end components, connect the application with other web services, and assist front-end developers by ensuring their work integrates with the…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQYeaUQ7qG2N07LefHdZ5UuiHOHCn1T6Sj1gYH1q4wv5JB_zOpT7852dyB7OZsm1l_sWSE81O63zU_tRChkoN-JXv9UDzjQa-WnCxiU_WO3QC5JofwOmKS-sQik2AzEJtskK-e73-qHR1Mgva5W3NlZJelwQaPqf-QbN7KcCzVJSWE9pPioW-xtwFAuj4mZY1sLq9bzmpeRs83RQvnp30ctmimkG7oWu7F8YQBltpox43OiZkZqTK6jrW9EfHlhR0z548PgHK_ujPZ3gl3vRNqceOn7fHvA-BYVfSb9BsEfPUU0GhBsWF9W53RabH2NLp8DBU4DsVpYgwb5aoH54IAfuQwzMj6-zjG4jcWfliAddQ81ogTX63QjN0gWAMTivzWWINzo91MlayTTh2xDiH2FLbW8P5GbdVFHTwDnePiaX7Rseq9IKKPK_ihHPlFV9Jf-m0RF7boZ-vxKLEg_6Daxi6rATNvfgM=&p=16&fvj=1&vjs=3
Frontend Software Engineer - Emerging Platform,Twitch,"San Francisco, CA","Now we're leveraging this system to expand onto other platforms, such as living room devices that benefit from our efficient and modular architecture.",,30+ days ago,https://www.indeed.com/rc/clk?jk=486ef308251d7c77&fccid=e21f6affbb4bb0b2&vjs=3
Software Development Engineer in Test,Wish,"San Francisco, CA","Good understanding of different testing methodologies, concepts, best practices, and software engineering.
You will have a great deal of responsibility for each…",,3 days ago,https://www.indeed.com/rc/clk?jk=a76dbb34a11f6ae4&fccid=617690ce838507f3&vjs=3
Software Engineer - Privacy,Facebook,"San Francisco, CA","3+ years of software development experience.
5+ years of software development experience.
The Fundamentals team is part of the Facebook Reality Labs…",,22 days ago,https://www.indeed.com/rc/clk?jk=531ab2a8f765b7a9&fccid=1639254ea84748b5&vjs=3
Return to Work - Firmware Engineer (FRL),Facebook,"Menlo Park, CA","Experience with system software on embedded devices.
3+ years of experience with driver and board-level system software development.",,6 days ago,https://www.indeed.com/rc/clk?jk=084370f95d1ca027&fccid=1639254ea84748b5&vjs=3
Full-stack (MEAN stack) Developer,Do IT,"San Francisco, CA","1+ year in commercial software engineering;
DIGIS is looking for a talented and skilled Full-stack Developer to augment the existing Project team.",,30+ days ago,https://www.indeed.com/rc/clk?jk=5f9082b83d02cd1d&fccid=9f94626615c1a078&vjs=3
Software Developer (Android) - Buy Side Customer Growth - Multiple Locations,Redfin,"San Francisco, CA","As an Android engineer on the Buy-Side Customer Growth team, you’ll lead the development of data-driven features and experiments that turn users browsing Redfin…",,30+ days ago,https://www.indeed.com/rc/clk?jk=dd2ced366c264043&fccid=ccaacd9cca9fffe8&vjs=3
2021 Software Engineer Intern - Genius AI Team,"Five9, Inc.","San Ramon, CA","Course work or experience programming in java language.
I have learned so much about how to interact professionally with various individuals from both within…",,30+ days ago,https://www.indeed.com/rc/clk?jk=207670823a153da8&fccid=401ad1536026b66d&vjs=3
Senior Software Engineer (Oracle Database Administrator),EBMUD,"Oakland, CA",EBMUD is seeking a motivated professional with substantial experience in Oracle Database Administration (DBA) and structured query language (SQL and PL/SQL).,,30+ days ago,https://www.indeed.com/rc/clk?jk=63cc07bfab14e0d4&fccid=61df31dc91490d65&vjs=3
Site Reliability Engineer-All Levels,Salesforce,"San Francisco, CA","Reporting and data visualization skills using software like Tableau.
Experience with statistical software (e.g., Stata, SPSS).",,30+ days ago,https://www.indeed.com/rc/clk?jk=89709c521a17b8ad&fccid=4027cfd917e1ee29&vjs=3
Senior Software Engineer,Lyra Health,"Burlingame, CA","Work with a small and nimble engineering team on designing, developing and deploying core product functionality.
BS / MS in CS or related technical field.",,30+ days ago,https://www.indeed.com/rc/clk?jk=6352b59a995a5d04&fccid=fe7f1e13ed267208&vjs=3
Software Engineer,LendingClub,"San Francisco, CA","Implement and document new software components.
Help mentor team of junior software engineers.
Ensure high testability and quality of delivered software.",,8 days ago,https://www.indeed.com/rc/clk?jk=45aa2abd0a183f51&fccid=5857baa4ae63d4ab&vjs=3
Software Engineer,Pariveda Solutions,"San Francisco, CA","If you are into programming, working in small teams, and solving complex problems using the latest in Cloud, Mobile, and Web technologies, Pariveda Solutions is…",,21 days ago,https://www.indeed.com/rc/clk?jk=c7e3dcf4e8d5539e&fccid=9e7b1d1ecaebb4af&vjs=3
"Software Engineer, Payments",Wish,"San Francisco, CA","Rigor in software engineering best practices, including coding standards, code reviews, source control management, build processes, testing, and operations.",,7 days ago,https://www.indeed.com/rc/clk?jk=47239cbcee802760&fccid=617690ce838507f3&vjs=3
Principal Full Stack Developer (IC4),Oracle,"Redwood City, CA","Provide technical leadership to other software developers.
Experience in building Enterprise scale software.
You will be responsible for defining and developing…",,Today,https://www.indeed.com/rc/clk?jk=433feec6dc11360c&fccid=cd22d01053af7669&vjs=3
"Software Developer - Multiple Roles Available (jr, intermediate, and sr levels)",Kindred,"San Francisco, CA","Reliable production of quality software within time and resource constraints.
Expertise in designing, developing and operating complex software solutions, both…",,30+ days ago,https://www.indeed.com/rc/clk?jk=5a1f545e9dc10eb5&fccid=a4eda0e65f3510c8&vjs=3
GUI Designer/Developer,Makani Networks,"San Francisco, CA","As a result, organizations are struggling to contain rising data delivery costs as well as operational expenses such as power, cooling and datacenter space.",,30+ days ago,https://www.indeed.com/rc/clk?jk=b23303cbd4bf7e59&fccid=069eef9619f77b1f&vjs=3
Fullstack Software Engineer,Box,"Redwood City, CA","Deep understanding of algorithms, data structures and software design.
Team up with other engineers to foster solid engineering principles and represent our…",,30+ days ago,https://www.indeed.com/rc/clk?jk=5ecfbf00f99d053e&fccid=3b768bad00fab6a6&vjs=3
Software Engineer II (Front End),Dun & Bradstreet,"San Mateo, CA","3+ years of professional software development experience.
As a Senior/Lead Software Engineer you will be expected to work on projects as a technical lead and…",,30+ days ago,https://www.indeed.com/rc/clk?jk=c0cf6380064b036a&fccid=fa0ca3b638673d62&vjs=3
MuleSoft Training & Certification - DevOps Engineer,Salesforce,"San Francisco, CA","Practical experience developing software applications (preferably Java, Golang).
The DevOps engineer will maintain and develop software using various…",,10 days ago,https://www.indeed.com/rc/clk?jk=9044eb608b07ba8e&fccid=4027cfd917e1ee29&vjs=3
"Software Development Engineer in Test, SDET (Contract)",Sony Interactive Entertainment PlayStation,"San Francisco, CA","We believe in agile software development, metrics, short feedback loops, well-designed application, early test development and automation wherever possible, and…",,30+ days ago,https://www.indeed.com/rc/clk?jk=a66fa8d4627aab08&fccid=750bb2e27e97e3c1&vjs=3
"Software Engineer, Audio & Signal Processing, Augmented Reality",Google,"San Francisco, CA","Contribute to overall team leadership, including mentoring team mates, establishing and supporting a team culture of software engineering excellence.",,30+ days ago,https://www.indeed.com/rc/clk?jk=05e16e291c78c393&fccid=a5b4499d9e91a5c6&vjs=3
"Senior Software Engineer, RippleX",Ripple,"San Francisco, CA","Experience building highly scalable and performant enterprise software.
Prototype new solutions for complex software problems and implement them for on premise…",,3 days ago,https://www.indeed.com/rc/clk?jk=6fbc86458681ac59&fccid=5831e1f260dfbb85&vjs=3
Software Engineer,Snowflake,"San Mateo, CA","4-8 years of experience building systems and developing client software in python.
We are looking for system engineers with an expertise in python to help…",,30+ days ago,https://www.indeed.com/rc/clk?jk=af6dac42055bca86&fccid=04a37cb60fd02dd3&vjs=3
Full Stack Software Engineer,Adobe,"Emeryville, CA","2+ years of software development experience.
Passionate about building excellent software with customer focus and empathy.",,30+ days ago,https://www.indeed.com/rc/clk?jk=064d253a17dcfeb9&fccid=f89deb5a97c7738a&vjs=3
"Staff Software Engineer, Admin Experience",Zendesk,"San Francisco, CA","Zendesk builds software for better customer relationships.
Adept at turning wireframes and mockups into HTML / CSS, with a solid understanding of Sketch / Figma…",,30+ days ago,https://www.indeed.com/rc/clk?jk=7b402352973775f8&fccid=41e8f9abd9840a7a&vjs=3
"Staff Software Engineer, RippleX",Ripple,"San Francisco, CA","Experience with Agile development of distributed services, with a focus on robust software design, scalability and security.
BS in Computer Science or similar.",,9 days ago,https://www.indeed.com/rc/clk?jk=0280a5c7d3f87ffa&fccid=5831e1f260dfbb85&vjs=3
Software Dev Engineer I,Twitch,"San Francisco, CA","We own and operate a high throughput service that receives 1million tps with a latency < 25ms.
Work with the Identity and sister teams to build high-quality…",,30+ days ago,https://www.indeed.com/rc/clk?jk=fa0a239750f5d2b8&fccid=e21f6affbb4bb0b2&vjs=3
Java Engineer,Oracle,"Redwood City, CA","We are looking for developers who believe in the value of cross team collaboration, code reviews, test case analysis, and defect reviews.",,2 days ago,https://www.indeed.com/rc/clk?jk=9d8a2cae2a5bb4ed&fccid=cd22d01053af7669&vjs=3
Software Engineer (Front-End),Cresta,"San Francisco, CA",Cresta uses our patented Expertise AI to uncover expert insights form every conversation and put those insights into action with real-time coaching during…,,30+ days ago,https://www.indeed.com/rc/clk?jk=f6a6df676e8b900b&fccid=89f15f8fbcb9d345&vjs=3
Sr Software Eng,Disney Streaming Services,"San Francisco, CA","Additionally, you’ll take part in data model and software architecture decisions.
We are looking for a seasoned Full Stack Developer.",,30+ days ago,https://www.indeed.com/rc/clk?jk=ff49c5a1cd5d7c78&fccid=4b5d257051285786&vjs=3
"Game Developer, Ridley's Games",Chronicle Books,"San Francisco, CA","Researching, contracting with, and sponsoring new external developers.
Working closely with designers, product developers, and Head of Brand to ensure that all…",,Active 17 days ago,https://www.indeed.com/company/Chronicle-Books/jobs/Game-Developer-01691e016fef3111?fccid=cf2b5085d8de5ca2&vjs=3
Senior Software Engineer - Mobile/Front End,HOMMA Inc.,"Hayward, CA","Experience or having deep understanding of designing software architecture.
A seasoned Engineer - you have 5+ years experience shipping high-complexity…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CWA3RvL2WneRf8zxZ0BQfaYKEcVlgCVvrQiGNGQBA5b8KQh0mv5nTNX0GN8sSLHePdvdt4GlYeuP7D1jmGUkU0Ca6n-Mnl6N-6YVc3Cffq4m1wl1HhNh5D44L3SK9Byyt9JZ8ZXFOVV-IVRnTgsjxc1eaV1_Qs8XFvtLfQcLF_k-M68bnVK94-oyx-L0Tltb9hDyJNgsoPunngbG0qgJnVgwoljvK5pqv7jOSL6e8YA5GJXUTZnlzTyq4UYH5_slBovfk_Ncw0oOPcnmeJ2pVq1OJ7ZroZdlGxzpwbAJ5vPoS_cm44Q_9kfaetszFN2POeTAbWRXy6dnWCsx_lYCkqE_g1kE3QRdCO1wahdE4DdS2W9eX7MZ7nzRGgpyRrpCLWsU5ru6CFBdbGne1YO4hgTMhl_4OPVlwVofy7_9iLFuBkd9Ndx0jCsSYvwANkydPKtmGtQ8-8V5Y7HMMW5v7Kfh0HIZIEd9d2bwJSm_XVOuHn7xzHhJ1i&p=10&fvj=1&vjs=3
Senior Web Developer,"Project6 Design, Inc.","Emeryville, CA","You'll work hands-on as a key contributor and serve as a technical strategist.
Paid holidays and flexible paid time off.
WP builds with Gutenberg blocks.",,Active 2 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cws-3cyJNnEnn2xiFo-tA7gzHv98mKg3Odi0vquc4SYkJMKLwpCjFXd37_ZeEJkBOU3HXvRmPo9qPwpkD-GKUH1jEoYs_UBr9k6Cio8gwHOiNaTKfR2E4UfPT2I2U4CAJGlL2-CAWYn8d2UBdOXE9QWoD_1OWUBY_P3CjKzoA-q5gbRzJ6jKM3yhjyTnuX-zy7tBA4uPTSR3jUd4eVYVyAW0ZLaunKx-QkFdmTVFEJJ9FLgLN8w66EZuecBvNC3jmGhv65u9e4cjLbY17gmKAWF8gIYJdZ0dHKxdWHs0H51IrzoD4eBKB8-Isz7luQFtiMySyh__P8eDey6zjDiH6e6gDGtGF0pQ7ASTejG7ug7QZBGlauV5k8y0dCSehzSkDGShx1rIYmNHbqaGJR_5UMne2KONfAz057MCDOix6coyQSyUky1byP6fxP39XaZhfnLW0Ri-w1sObYnPdnYOVw3x7o4w66Svw=&p=11&fvj=1&vjs=3
Application Developer,Wheel Pros,"San Francisco, CA","Design and build advanced applications for the Android and iOS platforms.
Collaborate with cross-functional teams to define, design, and ship new features.",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cht1KFzuGFpyJEql-iz503NG15PtyPFifTxn0aZOk8JmDHnJHLQTtzdUti8tF4CXH5zD3MCr-aRu90y5p_yyWgPIObNsD9TN7mDmNsnAljyNgfCYdDo4l_M-BujmBKNLyMKGvxB575c6-7v1cTvxyZpfGbTM0UBHnYL2XcipmKgXd3HMwudG9qee2KmJcdWTVWwT03tztaEvqLGUhStT9R1ZvYv4cDRJSXb0t1bLi46KojBv4NsCIuELIKMOxHLTK6S5k_JRbDaQg3D8Mgt73_CjbI34PBWs3McsDKAIFl9d5-V9C_eKqbbcROR2pNtvmFCxUgEwH1cVtR0Z3w4o8XPRzP8YZJR2TSOB92vEPRotv8jexlDPG-p6sEcaUaZKQfaEMDrI29Nv_WaTbKm33od-KI0H-Ms1j-DOx_LW4ivDDRlH8wWO5q7G43ddNj7yLBK88dS-mHPFdOi8LS2VCnZBrMkPXddGw=&p=12&fvj=1&vjs=3
C++ Developer - Remote,QualityLogic,California,"Comfortable in dealing with large complex software architecture and code base.
Minimum of 5 years of software engineering experience using Microsoft Visual C++ …",,Today,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfCVyGhJxQhQGQE8P30JU6-n5_jcSKbz7MAfWG2cdpnvUD16wiEl-mOwcyEO-wfiPFK4ScsYM9tFFWwF5aULi8lgNuliIuQl17DmVGwE5fk1rYF9TC833xrgK3jULulyPEZ8AphlnQ21l1WFBSb6eMfCFuX71C9sS0y45UbclKwEpZtdDxANrgw4zQ5UctpefT6yhz52mB1vJsA6cZ3Xc-5WMD9vK7Z9undNuMKv0ry5RMz8qpW1Kv8Qecyb_SnHDErD4jyjZEoeX3vDikQTu9dtk7cogElFSJiwkuw8R5mfBJL06pR58BQQtp8cD5P2N2RH28D8Tk7NJ8uEuc79QSvv2xQGp9vBtzdaB28l9r0zPii3q509NBZVFTBDQA0xJAmkqx4ZNMkEeR_Cr7K3X3sWnaIINOXu6Z0qb_9U2QSwgDjcgsJZrozNL1n0I1_k6odCdVeCvs46pqXa6Hm6d-CcZj1nHkoGQ=&p=13&fvj=1&vjs=3
Lead Firmware Engineer,Fellow,"San Francisco, CA","Embedded software definition and requirements documentation.
Design and develop our embedded software systems.
Work with Product to understand requirements.",,Active 22 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BoVS1VPT1wZpj3dRfwAGVmvLceU249LqQsxYXa0N7QaiVH6PSdIhS45Ce2V32_v9x3ozln5ltnlSmBoDfgWqmH-dNrbquwla-Gs0XJK7HhAq0KcUg2OYXWQC12Uie6MTfDLJdcW1kixyEyMq70vgs1wNZwSKKGL8c7PWoLbUmQ06JJbMs3NcjrQyeWTirTx61qdSV_dtRW44w3OdnMBuOh53cPpv-rHqnNcWiuhkndVWP2d5dq7Q_z5cvbygTdml7mx-NL6ubSkty75YYCQkCEWp1gFMQir0ZhxXvmQL7pt99u_3td8PSeVfz6xWAO0w6lKqhbWLz4R0iF0bqdaBfOXmEL4lMK07oLIvdBBJkHFGvfaDIjGgR7fBsLCB3T20I8-T28B8PE10ODLrdiXk3DWDTgY1sDNkO4m8kUmxcqVODJH81nNOX8qzZ-p6-Z56Eo5p3WQEpCX6G86wKP1yZlOV4PC7CpFZ8=&p=14&fvj=1&vjs=3
